date,week_number,sku_id,sku_name,category,warehouse_id,warehouse_name,unit_price,lead_time_days,festival_flag,promo_flag,demand_units,available_stock_units,fulfilled_units,stockout_flag
2025-04-06,66,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2236,3703,2236,0
2025-04-13,67,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1793,4379,1793,0
2025-04-20,68,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,1,3414,2586,2586,1
2025-04-27,69,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2637,2912,2637,0
2025-05-04,70,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2411,3187,2411,0
2025-05-11,71,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2308,3688,2308,0
2025-05-18,72,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,1,3660,4292,3660,0
2025-05-25,73,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,3061,3544,3061,0
2025-06-01,74,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2708,3395,2708,0
2025-06-08,75,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2001,3599,2001,0
2025-06-15,76,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2612,4510,2612,0
2025-06-22,77,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2782,4810,2782,0
2025-06-29,78,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2582,4940,2582,0
2025-07-06,79,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2233,2358,2233,0
2025-07-13,80,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2094,3037,2094,0
2025-07-20,81,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2212,3855,2212,0
2025-07-27,82,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2549,4555,2549,0
2025-08-03,83,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2040,4918,2040,0
2025-08-10,84,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,1,2327,2878,2327,0
2025-08-17,85,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1927,3463,1927,0
2025-08-24,86,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2323,4448,2323,0
2025-08-31,87,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1743,5037,1743,0
2025-09-07,88,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1839,3294,1839,0
2025-09-14,89,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1962,4367,1962,0
2025-09-21,90,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1860,2405,1860,0
2025-09-28,91,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2322,3457,2322,0
2025-10-05,92,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,1,5055,4047,4047,1
2025-10-12,93,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,0,3536,2912,2912,1
2025-10-19,94,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,1,5688,2912,2912,1
2025-10-26,95,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,0,3752,2912,2912,1
2025-11-02,96,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,1,5374,2912,2912,1
2025-11-09,97,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,0,4253,2912,2912,1
2025-11-16,98,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2126,2912,2126,0
2025-11-23,99,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1749,3698,1749,0
2025-11-30,100,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2044,4861,2044,0
2025-12-07,101,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,1856,2817,1856,0
2025-12-14,102,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,0,0,2163,3873,2163,0
2025-12-21,103,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,0,3185,4622,3185,0
2025-12-28,104,SKU02,Lager 330ml,Beer,WH02,West DC,70,5,1,0,3138,4349,3138,0
2024-01-07,1,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1138,1456,1138,0
2024-01-14,2,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1080,1982,1080,0
2024-01-21,3,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1031,2566,1031,0
2024-01-28,4,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,891,1535,891,0
2024-02-04,5,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,966,2308,966,0
2024-02-11,6,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,920,1342,920,0
2024-02-18,7,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1154,2086,1154,0
2024-02-25,8,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1029,2596,1029,0
2024-03-03,9,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1239,1567,1239,0
2024-03-10,10,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1822,1992,1822,0
2024-03-17,11,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2193,1834,1834,1
2024-03-24,12,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2077,1664,1664,1
2024-03-31,13,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1227,1664,1227,0
2024-04-07,14,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1416,2101,1416,0
2024-04-14,15,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1287,2349,1287,0
2024-04-21,16,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1324,2726,1324,0
2024-04-28,17,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1168,1402,1168,0
2024-05-05,18,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1538,1898,1538,0
2024-05-12,19,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1556,2024,1556,0
2024-05-19,20,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1566,2132,1566,0
2024-05-26,21,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1273,2230,1273,0
2024-06-02,22,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1686,2621,1686,0
2024-06-09,23,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1728,2599,1728,0
2024-06-16,24,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1527,2535,1527,0
2024-06-23,25,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1537,2672,1537,0
2024-06-30,26,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1647,2799,1647,0
2024-07-07,27,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1331,2816,1331,0
2024-07-14,28,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1190,1485,1190,0
2024-07-21,29,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1165,1959,1165,0
2024-07-28,30,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1332,2458,1332,0
2024-08-04,31,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1533,2790,1533,0
2024-08-11,32,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,973,1257,973,0
2024-08-18,33,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1066,1948,1066,0
2024-08-25,34,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1015,2546,1015,0
2024-09-01,35,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1549,1531,1531,1
2024-09-08,36,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1005,1664,1005,0
2024-09-15,37,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,927,2323,927,0
2024-09-22,38,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1469,1396,1396,1
2024-09-29,39,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1260,1664,1260,0
2024-10-06,40,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,1,2631,2068,2068,1
2024-10-13,41,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2211,1664,1664,1
2024-10-20,42,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2437,1664,1664,1
2024-10-27,43,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2349,1664,1664,1
2024-11-03,44,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2380,1664,1664,1
2024-11-10,45,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2386,1664,1664,1
2024-11-17,46,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1030,1664,1030,0
2024-11-24,47,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1188,2298,1188,0
2024-12-01,48,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1118,2774,1118,0
2024-12-08,49,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,904,1656,904,0
2024-12-15,50,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1118,2416,1118,0
2024-12-22,51,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1872,1298,1298,1
2024-12-29,52,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1762,1664,1664,1
2025-01-05,53,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1094,1664,1094,0
2025-01-12,54,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1018,2234,1018,0
2025-01-19,55,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1179,2880,1179,0
2025-01-26,56,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1085,1701,1085,0
2025-02-02,57,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1256,2280,1256,0
2025-02-09,58,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1252,2688,1252,0
2025-02-16,59,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1164,1436,1164,0
2025-02-23,60,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,975,1936,975,0
2025-03-02,61,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1219,2625,1219,0
2025-03-09,62,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1561,1406,1406,1
2025-03-16,63,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2181,1664,1664,1
2025-03-23,64,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2382,1664,1664,1
2025-03-30,65,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1134,1664,1134,0
2025-04-06,66,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,2065,2194,2065,0
2025-04-13,67,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1212,1793,1212,0
2025-04-20,68,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1611,2245,1611,0
2025-04-27,69,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1199,2298,1199,0
2025-05-04,70,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,2149,2763,2149,0
2025-05-11,71,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1714,2278,1714,0
2025-05-18,72,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1493,2228,1493,0
2025-05-25,73,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1582,2399,1582,0
2025-06-01,74,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1670,2481,1670,0
2025-06-08,75,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1495,2475,1495,0
2025-06-15,76,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1565,2644,1565,0
2025-06-22,77,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1581,2743,1581,0
2025-06-29,78,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1544,2826,1544,0
2025-07-06,79,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1276,1282,1276,0
2025-07-13,80,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,1,1538,1670,1538,0
2025-07-20,81,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1361,1796,1361,0
2025-07-27,82,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1357,2099,1357,0
2025-08-03,83,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1048,2406,1048,0
2025-08-10,84,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1116,1358,1116,0
2025-08-17,85,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,905,1906,905,0
2025-08-24,86,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1111,2665,1111,0
2025-08-31,87,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,910,1554,910,0
2025-09-07,88,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1082,2308,1082,0
2025-09-14,89,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1007,2890,1007,0
2025-09-21,90,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1043,1883,1043,0
2025-09-28,91,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1338,2504,1338,0
2025-10-05,92,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,1,2234,2830,2234,0
2025-10-12,93,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1978,2260,1978,0
2025-10-19,94,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2158,1946,1946,1
2025-10-26,95,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1599,1664,1599,0
2025-11-02,96,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2042,1729,1729,1
2025-11-09,97,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,2140,1664,1664,1
2025-11-16,98,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1010,1664,1010,0
2025-11-23,99,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,960,2318,960,0
2025-11-30,100,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1269,1358,1269,0
2025-12-07,101,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,898,1753,898,0
2025-12-14,102,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,0,0,1107,2519,1107,0
2025-12-21,103,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,1,1871,1412,1412,1
2025-12-28,104,SKU03,Strong Beer 650ml,Beer,WH02,West DC,140,6,1,0,1260,1664,1260,0
2024-01-07,1,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,517,637,517,0
2024-01-14,2,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,493,848,493,0
2024-01-21,3,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,523,1083,523,0
2024-01-28,4,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,464,560,464,0
2024-02-04,5,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,392,824,392,0
2024-02-11,6,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,430,1160,430,0
2024-02-18,7,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,275,730,275,0
2024-02-25,8,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,378,1183,378,0
2024-03-03,9,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,511,805,511,0
2024-03-10,10,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,953,1022,953,0
2024-03-17,11,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,797,797,797,0
2024-03-24,12,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,883,728,728,1
2024-03-31,13,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,547,728,547,0
2024-04-07,14,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,530,909,530,0
2024-04-14,15,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,532,1107,532,0
2024-04-21,16,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,675,575,575,1
2024-04-28,17,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,559,728,559,0
2024-05-05,18,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,657,897,657,0
2024-05-12,19,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,559,968,559,0
2024-05-19,20,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,574,1137,574,0
2024-05-26,21,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,657,563,563,1
2024-06-02,22,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,615,728,615,0
2024-06-09,23,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,604,841,604,0
2024-06-16,24,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,555,965,555,0
2024-06-23,25,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,640,1138,640,0
2024-06-30,26,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,568,1226,568,0
2024-07-07,27,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,573,658,573,0
2024-07-14,28,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,476,813,476,0
2024-07-21,29,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,517,1065,517,0
2024-07-28,30,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,576,548,548,1
2024-08-04,31,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,610,728,610,0
2024-08-11,32,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,493,846,493,0
2024-08-18,33,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,464,1081,464,0
2024-08-25,34,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,405,617,405,0
2024-09-01,35,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,520,940,520,0
2024-09-08,36,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,590,1148,590,0
2024-09-15,37,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,437,558,437,0
2024-09-22,38,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,433,849,433,0
2024-09-29,39,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,566,1144,566,0
2024-10-06,40,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,835,578,578,1
2024-10-13,41,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,1057,728,728,1
2024-10-20,42,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,714,728,714,0
2024-10-27,43,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,980,742,742,1
2024-11-03,44,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,822,728,728,1
2024-11-10,45,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,1,999,728,728,1
2024-11-17,46,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,415,728,415,0
2024-11-24,47,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,481,1041,481,0
2024-12-01,48,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,531,560,531,0
2024-12-08,49,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,605,757,605,0
2024-12-15,50,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,451,880,451,0
2024-12-22,51,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,588,1157,588,0
2024-12-29,52,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,1,871,569,569,1
2025-01-05,53,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,497,728,497,0
2025-01-12,54,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,431,959,431,0
2025-01-19,55,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,554,1256,554,0
2025-01-26,56,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,456,702,456,0
2025-02-02,57,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,504,974,504,0
2025-02-09,58,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,459,1198,459,0
2025-02-16,59,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,529,739,529,0
2025-02-23,60,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,493,938,493,0
2025-03-02,61,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,829,1173,829,0
2025-03-09,62,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,570,1072,570,0
2025-03-16,63,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,952,1230,952,0
2025-03-23,64,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,920,1006,920,0
2025-03-30,65,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,483,814,483,0
2025-04-06,66,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,752,1059,752,0
2025-04-13,67,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,688,1035,688,0
2025-04-20,68,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,705,1075,705,0
2025-04-27,69,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,742,1098,742,0
2025-05-04,70,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,746,1084,746,0
2025-05-11,71,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,578,1066,578,0
2025-05-18,72,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,704,1216,704,0
2025-05-25,73,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,600,1240,600,0
2025-06-01,74,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,566,640,566,0
2025-06-08,75,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,630,802,630,0
2025-06-15,76,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,575,900,575,0
2025-06-22,77,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,726,1053,726,0
2025-06-29,78,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,693,1055,693,0
2025-07-06,79,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,458,1090,458,0
2025-07-13,80,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,572,632,572,0
2025-07-20,81,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,629,788,629,0
2025-07-27,82,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,629,887,629,0
2025-08-03,83,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,532,986,532,0
2025-08-10,84,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,676,1182,676,0
2025-08-17,85,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,1,672,1234,672,0
2025-08-24,86,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,433,562,433,0
2025-08-31,87,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,484,857,484,0
2025-09-07,88,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,537,1101,537,0
2025-09-14,89,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,471,564,471,0
2025-09-21,90,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,472,821,472,0
2025-09-28,91,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,517,1077,517,0
2025-10-05,92,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,1092,560,560,1
2025-10-12,93,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,992,728,728,1
2025-10-19,94,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,731,728,728,1
2025-10-26,95,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,922,728,728,1
2025-11-02,96,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,800,728,728,1
2025-11-09,97,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,1004,728,728,1
2025-11-16,98,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,582,728,582,0
2025-11-23,99,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,623,874,623,0
2025-11-30,100,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,557,979,557,0
2025-12-07,101,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,536,1150,536,0
2025-12-14,102,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,0,0,539,614,539,0
2025-12-21,103,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,669,803,669,0
2025-12-28,104,SKU04,Craft IPA 330ml,Beer,WH02,West DC,180,8,1,0,755,862,755,0
2024-01-07,1,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,1059,1456,1059,0
2024-01-14,2,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,956,2061,956,0
2024-01-21,3,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,1,1369,2769,1369,0
2024-01-28,4,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,1304,1400,1304,0
2024-02-04,5,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,826,1760,826,0
2024-02-11,6,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,1119,2598,1119,0
2024-02-18,7,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,1039,1479,1039,0
2024-02-25,8,SKU05,Premium Lager 500ml,Beer,WH02,West DC,150,6,0,0,1105,2104,1105,0
